College,Role,City type,College_T1,College_T2,Role_Manager,City_Metro,previous CTC,previous job changes,Graduation marks,Exp,Actual CTC,Predicted CTC,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
Tier 1,Executive,Non-Metro,1,0,0,0,57913,2,83,20,55293.74846932885,68008.31990302973,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61365,4,78,32,63147.405952366906,72577.3562471289,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,58243,1,66,43,61544.456035159004,69658.65578953749,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,66309,1,75,34,64938.37271495735,74199.53393356259,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,64922,2,51,30,90181.89017892505,72485.48720033548,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56749,1,37,18,61767.78598487382,67126.39369183555,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53798,2,44,41,70241.21690366372,67064.75207784085,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,46468,1,74,35,70966.30117358013,66796.82592801742,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,65405,4,45,57,78163.10669517354,79624.44031445471,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54254,2,60,29,61216.80966455031,68736.51083800243,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,62951,3,50,32,74365.35839569045,77527.42844019864,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,64066,4,64,37,69326.09173279165,70513.81260915467,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,51461,3,74,18,72709.8632444893,87997.06697924259,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,49699,3,84,43,78721.30349717202,89628.0858862776,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,63663,4,44,56,64125.55797857107,74480.99147802229,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,53866,3,40,38,72441.00589667582,70324.29229849667,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,55074,3,79,29,67749.38943141005,68442.08184417593,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50177,3,58,22,60864.10072315554,64961.611630356165,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,50204,4,49,52,69110.7472751103,87568.34652135246,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54135,2,70,40,58680.23185043531,71541.20784410827,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,63207,2,84,23,71112.14337529181,71214.11373121345,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,50297,2,39,31,67527.15019371011,85520.06004563803,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,67699,2,81,42,80017.56001976354,78249.28898234495,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53635,4,61,24,66094.08435709742,62343.73071927414,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57135,2,62,25,61164.73859951143,69003.72828617663,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54256,4,83,48,68986.00038075288,73502.41697972521,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,56796,3,81,23,78555.43397729076,82147.14267540278,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50007,4,35,45,69125.34219909375,74956.70222447847,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,56229,3,76,20,101915.59928581776,86061.63115093534,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54621,2,52,62,74204.18914273566,72922.22644348253,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,46454,2,44,43,80042.53044503955,88305.26383965272,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52886,2,60,23,71190.67247728976,66539.91850625412,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,60025,2,54,31,71258.47776825381,67276.26927002032,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49743,4,63,41,77869.10478599009,69645.47258259369,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,60429,1,35,58,88297.2224154972,79285.06674009451,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,65477,2,36,48,63825.21429375565,74257.62496080619,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,42093,3,46,31,63799.66222539917,59005.88607053936,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54529,1,77,19,80699.81876267452,61654.435695697604,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,58513,3,84,19,96121.85720847055,82742.21917368814,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,58339,3,49,41,70172.6481615052,72275.64386121026,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,59279,2,52,40,73150.10742702786,73381.4302785708,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,51921,1,35,31,73183.35303342315,68324.13133950335,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,52761,2,41,37,64003.56953562535,69635.81645102195,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,65318,3,72,46,67462.72865295943,77593.93834125885,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,57269,2,80,22,65914.61928150801,67693.07996140479,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55593,1,82,51,74420.59864268349,79231.01972406144,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,53100,3,59,18,78046.29873428657,79191.64443919319,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,41628,1,76,35,62015.94642365888,64027.833134669956,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61245,4,47,59,95876.25469533332,79653.00516585575,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,62568,2,39,36,94030.29011802748,97943.34384541369,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,48402,4,47,37,81043.15254579611,87458.05362100879,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58434,4,65,59,70821.12076022597,82416.769613053,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,54097,2,37,36,76870.59756393274,69993.51246847672,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,63767,3,35,39,92160.39654255757,74264.34308269087,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50441,1,84,18,66181.92791529748,68231.12783286907,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55296,4,43,52,69732.87496769796,75106.502965507,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53330,4,39,27,61239.848855759454,63034.07793279497,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,66173,3,52,18,84956.21446745087,75333.02237123458,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,52744,4,80,40,67304.58826454314,69309.78704573037,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,61383,4,61,29,67320.63200807697,70422.07455046613,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,60448,4,60,46,112779.39615619485,95299.81049051923,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,55152,1,35,38,63921.31041774536,66998.25587384892,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,42355,3,76,30,64636.86563487801,63439.91014696911,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,53884,1,63,40,73543.94245704956,70108.81607696984,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,49963,2,46,50,74265.13553345155,70885.75098278397,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,53902,3,47,20,90466.73984884041,80106.50628035804,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,44974,2,61,41,62808.79897062172,71715.74806006209,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,61732,1,66,33,60602.081784643204,67775.01919340598,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,42170,1,52,38,65191.423986513066,69746.56041205837,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62831,3,85,42,70825.2445725578,74519.93266129948,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,57686,4,65,56,74778.0913788545,75789.91755514394,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,57254,1,70,58,71638.59805090318,81847.79020729953,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,60298,1,47,52,123416.99427065808,96520.8614211051,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,47335,2,52,20,73270.91680136227,82671.55573545545,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54452,3,40,54,65218.68501857463,70694.13245388374,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49086,4,80,58,78946.56632240447,77846.9599424291,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,57475,4,64,45,72715.71825397134,68729.38652393353,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,60056,3,68,26,57304.091464404,69958.84214027674,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,42227,4,62,63,74288.11713282553,71967.05742879139,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,51636,3,77,58,62720.14481225574,70377.5682381364,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52099,4,49,37,66978.71549924563,73791.47373226663,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,64898,1,65,25,53486.69462346541,67131.67015430477,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,67907,2,74,52,113508.79797850997,99004.47279303244,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,62908,4,41,64,107149.0162005287,99763.13356304918,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,50268,4,37,22,62997.46420861641,60328.13737702864,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,55183,2,78,28,64495.67387762581,63364.07971293201,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,61183,4,67,18,60461.925942199254,67438.95642776188,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,45023,2,39,28,65800.20195782976,68379.8219172842,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52364,3,77,45,65458.43717390266,71944.47458566705,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55788,3,70,33,79389.32697964305,74470.86289979222,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,69032,4,46,18,56675.945823497794,66986.65333842042,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,59439,1,77,32,108591.11289217995,95468.35615520488,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,53547,3,82,24,88400.4827435631,90505.99077821366,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,40996,3,37,19,74415.20283506552,64104.26972716243,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,48796,4,85,20,77569.74478579078,87197.83016885542,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56829,4,74,40,81195.85535464296,72603.93619213655,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,54748,1,68,34,69403.40782372332,64836.86701391263,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,60337,1,37,42,71376.41584188714,75050.64885804994,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,59176,3,35,51,67273.9769586163,72080.66474262017,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,55672,1,43,54,71726.70880385092,71408.24594635206,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,63448,2,76,55,94510.72964634674,79166.98067102481,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50429,2,41,52,75993.46502734473,73045.35877768564,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,41989,4,48,32,62216.45101436707,63771.78118487751,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,63087,1,66,28,70052.79463060232,76672.07669141646,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,50400,4,76,41,62229.28775609026,64420.481127785606,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50106,2,66,43,71532.80740003822,70490.95767338228,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59860,2,54,49,78562.34743568912,76549.30031143528,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,44965,2,77,64,83414.05231583373,91641.37854109681,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55558,4,68,55,66632.82885648686,75960.99376470281,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,57337,3,76,24,88044.34793157683,92252.45403816333,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55210,1,80,20,62180.74258308405,66858.48114482392,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,51416,1,84,45,73874.69843354274,75744.97938359473,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,55875,4,76,26,67488.08296349163,67948.4381650453,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,58333,1,38,25,66935.0693863728,65044.82676747537,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,46631,2,56,43,69919.87483920726,67508.39058879032,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,47633,2,62,35,63618.7971797323,65860.6042663994,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,47460,4,82,26,74837.72440356883,82663.89244282615,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50315,2,46,57,77795.3426781445,78378.46007167881,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54384,1,76,22,74948.1725353316,67012.15013198701,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,59354,4,72,32,60200.17761204331,67032.55611959091,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,52881,3,57,39,87630.95380152932,94178.42631779207,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,56763,3,38,25,58983.455856911656,64164.470168600805,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,61870,1,42,48,65467.756815862806,71813.33535924087,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,55180,2,73,47,79153.15172765181,88649.77772982423,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,50723,1,59,18,80841.08400049432,83765.13235532364,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,53125,1,42,18,60333.57108354569,64045.22507277434,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,65519,3,55,61,117307.698807636,105724.4641797724,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54005,1,78,47,72128.85694621685,73378.82553010382,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,41862,2,41,28,65494.51133228217,62842.72441480587,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52694,1,36,36,68185.4282058585,69984.65861043759,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,66148,2,41,20,111739.65454333875,95389.22490093796,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,64193,1,78,44,75081.97379834557,75842.8375507119,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,44023,3,53,38,62231.54372117046,66343.95786058149,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,62788,4,55,19,89010.899257001,93399.61038970112,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,52880,1,64,21,60310.879348719485,64673.79770672701,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,47404,4,66,46,68071.37069137726,69327.73597197754,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53042,3,83,58,84687.71582073993,79732.09681279669,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50887,4,37,20,63597.09004737173,68811.17144045638,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52604,3,82,18,75098.21570501247,69063.03956360438,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,53239,4,78,28,67381.6066092735,62312.58155560135,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,51444,2,42,33,67500.55423801608,67984.06650983819,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54855,3,53,19,60631.233901844185,61690.35558217918,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,59883,4,40,45,119585.4894836199,93407.3660695919,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,58204,4,36,62,101108.85553936151,97959.73149650109,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50670,1,41,25,68130.71873971858,66168.91015659663,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,53045,3,47,43,105077.70494533448,95320.81773520325,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,47753,4,73,42,90597.18487021845,92503.75286118334,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,49240,2,67,24,60020.12678538647,59619.81815658082,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,47842,1,77,29,83103.77259680025,85289.72065906088,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,49427,1,82,32,86755.7929848136,86240.00881971611,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,54876,3,82,25,90608.40514166199,87289.32953699116,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55179,4,54,41,72895.6726309644,76237.8007185987,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,47650,2,49,42,72634.97875636377,68589.64280910327,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,52669,2,84,33,66633.05894656657,64372.87415238023,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,64069,2,40,34,76812.8120874135,78663.79930680762,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,56004,1,69,19,92433.882702718,86423.19286094721,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,46000,4,64,30,63148.616440233396,79855.32454144329,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50518,3,75,18,82046.22626645674,68122.68640989314,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50130,2,40,19,54356.94538575577,64272.272660620765,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,76070,2,54,18,58309.55542364881,74439.50580226128,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,60495,3,47,35,84676.05261773837,77194.95156538882,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,50935,2,67,39,66054.38838680957,65184.47366302773,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,60109,2,47,31,61396.479406571474,71415.47831935552,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,55145,4,38,62,82190.51521620764,101192.62289073085,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62619,1,77,62,71767.6732485792,79836.40248677263,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,61299,4,72,42,103103.64493413837,89118.5552238982,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,47058,4,53,31,62076.84768793107,65269.274166184354,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59344,1,64,61,84601.54125214365,83601.63659740328,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61239,4,85,42,69545.88079943963,75123.1675279481,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,57311,3,54,51,66931.93484234522,74412.7579009336,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,47080,4,66,23,84688.33049245384,63709.01005098225,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59189,4,45,52,82670.84973555234,80970.4501623029,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,46452,4,83,57,70993.96710556443,66787.95241846252,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,58254,4,42,23,73463.16278295885,68870.87845974897,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,72649,3,69,52,78861.45782009544,83075.43370412185,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,59661,4,68,50,69712.40365523969,75979.52140292939,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,53714,1,67,18,69298.75009932918,65676.74558146845,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,61957,1,47,18,66397.77068648915,63990.01349069044,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,53203,3,69,21,64044.38294859403,66062.22837537577,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,51820,1,47,61,83346.06096108873,90910.67052666273,,,,,,,,,,,
